,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
log_lik[14],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[15],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[16],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[17],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[18],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[19],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[20],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[21],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[22],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[23],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[24],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[25],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[26],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[27],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[28],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[29],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[30],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[31],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[32],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[33],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[34],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[35],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[36],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[37],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[38],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[39],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[40],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[41],-0.0433869,0.000176851,0.0128488,-0.0665982,-0.0419626,-0.0248628,5278.51,1312.08,0.999247
log_lik[42],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[43],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[44],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[45],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[46],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[47],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[48],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[49],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[50],-0.0427313,0.000207476,0.0150532,-0.0706026,-0.0408921,-0.0219586,5264.11,1308.5,0.99954
log_lik[51],-0.0429934,0.000196788,0.0143648,-0.0698731,-0.0412557,-0.0230048,5328.43,1324.49,0.999486
log_lik[52],-2.58492,0.0035516,0.215754,-2.95088,-2.57642,-2.25046,3690.36,917.315,1.00018
log_lik[53],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[54],-0.0430192,0.000197149,0.0145547,-0.0703331,-0.0414123,-0.0227341,5450.26,1354.77,0.999502
log_lik[55],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[56],-0.0440843,0.000196228,0.0133253,-0.0679987,-0.0425401,-0.0251341,4611.37,1146.25,0.999224
log_lik[57],-0.0437101,0.000324738,0.0234708,-0.088426,-0.0388913,-0.0162261,5223.84,1298.49,0.999707
log_lik[58],-0.0446284,0.000211873,0.0137891,-0.069618,-0.0430554,-0.0254904,4235.65,1052.86,0.999272
log_lik[59],-0.0431851,0.000175138,0.0130273,-0.0670746,-0.0416892,-0.0243677,5532.8,1375.29,0.999312
log_lik[60],-0.0433611,0.000177011,0.0128509,-0.0666427,-0.0419138,-0.0248405,5270.71,1310.15,0.999248
log_lik[61],-0.0425553,0.000180892,0.0132131,-0.0666556,-0.0411412,-0.0238553,5335.41,1326.23,0.999429
log_lik[62],-0.0427465,0.000177114,0.0128931,-0.0659566,-0.0413661,-0.0243983,5299.22,1317.23,0.999373
log_lik[63],-0.046579,0.000215374,0.0157216,-0.0750928,-0.0447561,-0.0247396,5328.53,1324.52,0.999464
log_lik[64],-0.0453107,0.000227318,0.0144063,-0.072112,-0.0434816,-0.0253305,4016.4,998.36,0.999374
log_lik[65],-0.0452033,0.000230806,0.0144959,-0.071141,-0.0434274,-0.0254317,3944.54,980.498,0.999338
log_lik[66],-0.0466094,0.000319036,0.0179824,-0.079212,-0.0434443,-0.0229225,3176.99,789.706,0.99955
log_lik[67],-0.0431609,0.000261832,0.0177332,-0.0766478,-0.0405325,-0.0195046,4586.97,1140.19,0.99972
log_lik[68],-0.0464918,0.000318101,0.0179164,-0.0789206,-0.0433051,-0.0227818,3172.29,788.538,0.999567
log_lik[69],-0.0437735,0.000183776,0.012967,-0.0671366,-0.0423125,-0.0252525,4978.51,1237.51,0.999243
log_lik[70],-0.0429828,0.000264819,0.017722,-0.0766314,-0.0403654,-0.0193627,4478.43,1113.21,0.99971
log_lik[71],-0.0476933,0.000324185,0.0183837,-0.0828976,-0.0445654,-0.0233811,3215.73,799.336,0.999682
log_lik[72],-0.0506104,0.000367393,0.0214184,-0.091657,-0.0468808,-0.0229541,3398.71,844.819,0.999883
log_lik[73],-0.0479257,0.000350137,0.0194285,-0.0839632,-0.0442749,-0.0226135,3078.95,765.338,0.999704
log_lik[74],-0.0472387,0.000347361,0.0192308,-0.0823955,-0.0436945,-0.022206,3065.03,761.876,0.999613
log_lik[75],-0.0472403,0.000347362,0.0192309,-0.0823833,-0.0436983,-0.0222111,3065.03,761.877,0.999614
log_lik[76],-0.0478932,0.000349921,0.0194131,-0.0839045,-0.0442375,-0.0226305,3077.85,765.062,0.9997
log_lik[77],-0.0479544,0.000350333,0.0194426,-0.0841623,-0.0443184,-0.0226423,3079.96,765.589,0.999708
log_lik[78],-0.044557,0.00018462,0.0132111,-0.0684303,-0.0430932,-0.0255909,5120.63,1272.84,0.999288
log_lik[79],-0.0473145,0.000347456,0.0192374,-0.082532,-0.0438155,-0.0222674,3065.45,761.981,0.999624
log_lik[80],-0.0505999,0.000384734,0.0218699,-0.0929878,-0.0463265,-0.0226703,3231.28,803.203,0.999932
log_lik[81],-0.043041,0.000209844,0.0150614,-0.0708006,-0.0412244,-0.0222512,5151.53,1280.52,0.999551
log_lik[82],-0.0427692,0.000225331,0.0158441,-0.0723378,-0.040799,-0.021174,4944.17,1228.98,0.9996
log_lik[83],-0.0446265,0.000227218,0.0142819,-0.0703083,-0.0428863,-0.0249455,3950.77,982.046,0.999318
log_lik[84],-0.0442454,0.000247003,0.0151721,-0.07169,-0.0420755,-0.02377,3773.02,937.861,0.999572
log_lik[85],-0.0437046,0.000184148,0.0129706,-0.0669893,-0.0422215,-0.0251393,4961.18,1233.2,0.999241
log_lik[86],-0.0428059,0.000187079,0.0137968,-0.0686592,-0.0412497,-0.0234262,5438.81,1351.93,0.99942
log_lik[87],-0.0468648,0.000216867,0.0155895,-0.0753247,-0.0450258,-0.0253019,5167.49,1284.49,0.999455
log_lik[88],-0.043391,0.000176945,0.0128526,-0.0666871,-0.0419377,-0.0248198,5276.02,1311.46,0.999244
log_lik[89],-0.0461748,0.00025747,0.0157029,-0.0741351,-0.0440628,-0.0249686,3719.72,924.614,0.999471
log_lik[90],-0.0509061,0.000368698,0.0251381,-0.098938,-0.0461966,-0.0191732,4648.63,1155.51,0.999705
log_lik[91],-0.0420143,0.000246955,0.0170346,-0.0741208,-0.0394373,-0.0194179,4758.04,1182.71,0.99959
log_lik[92],-0.048264,0.000331026,0.0206611,-0.0874445,-0.0446496,-0.0215774,3895.68,968.351,0.999418
log_lik[93],-0.0433136,0.000311962,0.0199703,-0.0819462,-0.0397366,-0.0180283,4097.95,1018.63,0.999802
log_lik[94],-0.0420013,0.000187569,0.0141824,-0.0684266,-0.0403392,-0.0223203,5717.16,1421.12,0.999477
log_lik[95],-0.0478146,0.000406255,0.0219914,-0.0894413,-0.043327,-0.0202775,2930.28,728.381,0.999827
log_lik[96],-0.0436169,0.000184752,0.0129825,-0.0671736,-0.0420885,-0.0251263,4937.89,1227.41,0.99924
log_lik[97],-0.0433658,0.000177027,0.0128527,-0.0666282,-0.0419287,-0.0248498,5271.22,1310.27,0.999247
log_lik[98],-0.0454366,0.000288039,0.0193922,-0.0826657,-0.0423507,-0.0202405,4532.63,1126.68,0.999848
log_lik[99],-0.0436155,0.000184764,0.0129828,-0.067162,-0.042086,-0.0251219,4937.48,1227.31,0.99924
log_lik[100],-0.0427328,0.000207473,0.015053,-0.0706055,-0.0408944,-0.021955,5264.05,1308.49,0.99954
log_lik[101],-0.0427307,0.000207477,0.0150534,-0.0706013,-0.0408892,-0.0219602,5264.13,1308.51,0.999541
log_lik[102],-0.0431351,0.000246583,0.0170286,-0.0749878,-0.0407155,-0.0208139,4769.06,1185.45,0.999695
log_lik[103],-0.0431718,0.000261669,0.0177347,-0.0766314,-0.0405384,-0.019496,4593.51,1141.81,0.99972
log_lik[104],-0.0430698,0.000265105,0.0177183,-0.0766683,-0.0405247,-0.0194446,4466.93,1110.35,0.999663
log_lik[105],-0.0485377,0.000338159,0.0227748,-0.0922346,-0.0443113,-0.0197064,4535.96,1127.51,0.999842
log_lik[106],-0.0488697,0.000346334,0.023286,-0.093151,-0.0445433,-0.0194889,4520.66,1123.7,0.999842
log_lik[107],-0.0456049,0.000273392,0.018718,-0.0814322,-0.0428151,-0.0210218,4687.57,1165.19,0.999798
log_lik[108],-0.0433126,0.000260196,0.0177633,-0.0769015,-0.0406408,-0.0196464,4660.65,1158.5,0.999729
log_lik[109],-0.0421216,0.000207961,0.0150572,-0.0704606,-0.0402491,-0.0213971,5242.36,1303.1,0.99953
log_lik[110],-0.0442439,0.000210202,0.0137007,-0.0686835,-0.0427502,-0.0251822,4248.25,1055.99,0.999276
log_lik[111],-0.0444147,0.000209449,0.0136903,-0.0690713,-0.0429352,-0.0253079,4272.34,1061.98,0.999286
log_lik[112],-0.046176,0.000220992,0.0147463,-0.0734329,-0.0441682,-0.0254984,4452.6,1106.79,0.999433
log_lik[113],-0.0429726,0.00026501,0.0177222,-0.0766505,-0.0403566,-0.0193621,4472.12,1111.64,0.999709
log_lik[114],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[115],-0.0431949,0.000221639,0.0158864,-0.0727431,-0.0411545,-0.021383,5137.56,1277.05,0.999618
log_lik[116],-0.0447251,0.000209241,0.0137402,-0.069397,-0.0430401,-0.0255732,4312.15,1071.88,0.999307
log_lik[117],-0.044522,0.000257442,0.0178282,-0.0776572,-0.0417933,-0.02053,4795.77,1192.09,0.999696
log_lik[118],-0.043138,0.00028833,0.0188131,-0.0794019,-0.0400828,-0.018727,4257.36,1058.25,0.999759
log_lik[119],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[120],-0.045674,0.000342479,0.0222985,-0.088101,-0.0412005,-0.0179086,4239.21,1053.74,0.999858
log_lik[121],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[122],-0.0430412,0.000266798,0.0177643,-0.0769187,-0.0404174,-0.0194226,4433.35,1102.0,0.999714
log_lik[123],-0.0439085,0.000195918,0.0132658,-0.0680823,-0.042361,-0.0252444,4584.8,1139.65,0.99925
log_lik[124],-0.0440287,0.000208827,0.0136056,-0.0683075,-0.0425019,-0.0250754,4244.86,1055.15,0.999322
log_lik[125],-0.0441317,0.000194848,0.0132543,-0.0678754,-0.042596,-0.0253887,4627.2,1150.19,0.999259
log_lik[126],-0.0443657,0.000210457,0.0137084,-0.0689528,-0.0428765,-0.025305,4242.75,1054.62,0.99927
log_lik[127],-0.0442444,0.000210202,0.0137007,-0.0686849,-0.0427507,-0.0251817,4248.23,1055.98,0.999276
log_lik[128],-0.0439368,0.000195954,0.0132647,-0.068086,-0.0423858,-0.0252903,4582.32,1139.03,0.999247
log_lik[129],-0.0440193,0.000196097,0.0132675,-0.0680751,-0.0425436,-0.025449,4577.59,1137.86,0.99924
log_lik[130],-0.0435053,0.000194264,0.0131644,-0.067048,-0.041984,-0.0251382,4592.15,1141.47,0.999339
log_lik[131],-0.0467315,0.000274437,0.0183251,-0.0807299,-0.0438761,-0.0221786,4458.72,1108.31,0.999446
log_lik[132],-0.0439841,0.00019575,0.013274,-0.0681106,-0.0424699,-0.0251898,4598.32,1143.01,0.999235
log_lik[133],-0.0429044,0.000244266,0.0167294,-0.0745514,-0.0405844,-0.0203363,4690.68,1165.96,0.99963
log_lik[134],-0.0445911,0.000264425,0.0179395,-0.0777508,-0.0419304,-0.0207865,4602.72,1144.1,0.999261
log_lik[135],-0.0479702,0.000378273,0.0206311,-0.0865373,-0.0440293,-0.021669,2974.64,739.409,0.999675
log_lik[136],-0.0434151,0.000211783,0.0152355,-0.0712318,-0.0416243,-0.0224581,5175.23,1286.41,0.999339
log_lik[137],-0.0475992,0.000350224,0.019402,-0.083336,-0.0440368,-0.0224654,3069.04,762.874,0.999631
log_lik[138],-0.0435173,0.000175962,0.0128357,-0.0664958,-0.0420425,-0.0249571,5321.07,1322.66,0.999249
log_lik[139],-0.043089,0.000221647,0.0158616,-0.0725353,-0.0410511,-0.0212954,5121.17,1272.97,0.999613
log_lik[140],-0.0434536,0.000198203,0.0144976,-0.070986,-0.0419001,-0.0231957,5350.24,1329.91,0.999504
log_lik[141],-0.0448452,0.000223778,0.0160409,-0.074106,-0.0425445,-0.0230003,5138.34,1277.24,0.99922
log_lik[142],-0.0436303,0.000175454,0.0128385,-0.0665957,-0.0421858,-0.0251351,5354.32,1330.93,0.999252
log_lik[143],-0.0436119,0.000175521,0.0128372,-0.0666172,-0.0421587,-0.0250907,5349.12,1329.64,0.999251
log_lik[144],-0.0427452,0.000197368,0.0143681,-0.0696945,-0.0410398,-0.0228981,5299.61,1317.33,0.99948
log_lik[145],-3.23852,0.00452741,0.325796,-3.78985,-3.21622,-2.72243,5178.36,1287.19,0.999358
log_lik[146],-0.042276,0.000206614,0.0149623,-0.0704016,-0.040444,-0.0216666,5244.18,1303.55,0.999534
log_lik[147],-0.0429153,0.000186842,0.0137877,-0.0686036,-0.0414145,-0.02354,5445.41,1353.57,0.999375
log_lik[148],-0.0445742,0.000211494,0.0137661,-0.0694006,-0.0430055,-0.0254288,4236.64,1053.11,0.99927
log_lik[149],-0.0425572,0.000185527,0.0137077,-0.0683476,-0.0410173,-0.023284,5458.99,1356.94,0.999429
log_lik[150],-0.0417204,0.000216606,0.0162112,-0.0719405,-0.0391917,-0.0200392,5601.3,1392.32,0.999502
log_lik[151],-0.0427392,0.000186825,0.0137777,-0.0685691,-0.0412126,-0.023391,5438.51,1351.86,0.999421
log_lik[152],-0.0442974,0.000235374,0.0165431,-0.0750794,-0.0422005,-0.0217971,4939.85,1227.9,0.999678
log_lik[153],-3.12732,0.00831956,0.566704,-4.09272,-3.11904,-2.22902,4639.94,1153.35,0.999809
log_lik[154],-0.0426795,0.000171417,0.0129436,-0.0665935,-0.0413553,-0.0241389,5701.69,1417.27,0.999347
log_lik[155],-0.0429279,0.000179638,0.0133467,-0.0676659,-0.041417,-0.0240542,5520.13,1372.14,0.999362
log_lik[156],-0.042891,0.000179828,0.0133518,-0.0676127,-0.0413356,-0.0240164,5512.66,1370.29,0.999362
log_lik[157],-0.0450883,0.000293485,0.0194127,-0.0813201,-0.0420169,-0.0199393,4375.24,1087.56,0.999254
log_lik[158],-0.0426297,0.00018595,0.0137284,-0.0683938,-0.0410993,-0.023345,5450.66,1354.87,0.999426
log_lik[159],-0.04307,0.000248636,0.0168873,-0.0750143,-0.0406763,-0.0203462,4613.06,1146.67,0.999673
log_lik[160],-0.0462568,0.000294024,0.0169279,-0.0772114,-0.0433827,-0.0236807,3314.7,823.937,0.999495
log_lik[161],-0.0434126,0.000257049,0.0173074,-0.0763724,-0.0408848,-0.0202721,4533.49,1126.89,0.999701
log_lik[162],-0.0430578,0.000248357,0.0168757,-0.0748622,-0.0407298,-0.0203334,4617.09,1147.67,0.999672
log_lik[163],-5.77867,0.00741144,0.45098,-6.53963,-5.7634,-5.07545,3702.63,920.365,1.00018
log_lik[164],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[165],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[166],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[167],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[168],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[169],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[170],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[171],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[172],-0.0451171,0.000266535,0.0157332,-0.073557,-0.0428472,-0.0238021,3484.37,866.112,0.999508
log_lik[173],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[174],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[175],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[176],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[177],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[178],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[179],-0.0435492,0.000175795,0.0128352,-0.0666137,-0.0421073,-0.0249697,5330.78,1325.08,0.99925
log_lik[180],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[181],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[182],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[183],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[184],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[185],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[186],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[187],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[188],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[189],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[190],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[191],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[192],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[193],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[194],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[195],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[196],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[197],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[198],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[199],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[200],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[201],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[202],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[203],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[204],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[205],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[206],-0.0428541,0.000207428,0.0150421,-0.0708452,-0.040973,-0.0221964,5258.75,1307.17,0.999495
log_lik[207],-0.0435355,0.000308368,0.0199964,-0.0821549,-0.0399168,-0.0181619,4204.97,1045.23,0.999821
log_lik[208],-0.0452958,0.000191419,0.0141342,-0.0707803,-0.0437314,-0.0251077,5452.21,1355.26,0.999391
log_lik[209],-0.0428496,0.000207424,0.0150421,-0.0708367,-0.0409554,-0.0221981,5258.96,1307.22,0.999496
log_lik[210],-0.0427335,0.00020743,0.015053,-0.0705952,-0.0408963,-0.0219712,5266.3,1309.05,0.999541
log_lik[211],-0.0440382,0.000196149,0.0132695,-0.0679092,-0.0425486,-0.0254564,4576.57,1137.6,0.999239
log_lik[212],-0.0439953,0.000175242,0.0129252,-0.0670842,-0.0426423,-0.0253115,5440.01,1352.23,0.999268
log_lik[213],-0.0438395,0.000175085,0.0128748,-0.0668584,-0.0424166,-0.0253057,5407.35,1344.11,0.99926
log_lik[214],-0.0451967,0.000246434,0.0150036,-0.0722124,-0.0430877,-0.0247144,3706.71,921.379,0.999381
log_lik[215],-0.043526,0.000175915,0.0128354,-0.0665725,-0.0420601,-0.0249708,5323.73,1323.32,0.999249
log_lik[216],-0.0481792,0.000308277,0.0185415,-0.0829322,-0.0452137,-0.02352,3617.49,899.202,0.9998
log_lik[217],-0.0464119,0.000293127,0.0169087,-0.077879,-0.0435359,-0.0237119,3327.41,827.097,0.99953
log_lik[218],-0.0431587,0.000172982,0.0128748,-0.0665999,-0.0417425,-0.024592,5539.6,1376.98,0.999272
log_lik[219],-0.0429956,0.000175977,0.0130438,-0.0667776,-0.041536,-0.0242302,5494.16,1365.69,0.999312
log_lik[220],-0.0454744,0.000268354,0.0158425,-0.0742398,-0.0430289,-0.0241458,3485.22,866.324,0.999433
log_lik[221],-0.0455122,0.000268665,0.0158652,-0.0743204,-0.043071,-0.0241879,3487.12,866.796,0.999426
log_lik[222],-0.0449764,0.000205202,0.0138372,-0.0701007,-0.043482,-0.0256206,4547.08,1130.27,0.999292
log_lik[223],-0.0427175,0.000178764,0.0132851,-0.0673639,-0.0412153,-0.0238244,5522.95,1372.84,0.999373
log_lik[224],-0.0451862,0.000193325,0.0143658,-0.0715495,-0.0435892,-0.0247132,5521.81,1372.56,0.999425
log_lik[225],-0.044374,0.000193404,0.0143034,-0.0701612,-0.04264,-0.0240246,5469.46,1359.55,0.999206
log_lik[226],-0.0447787,0.000192001,0.0139943,-0.0703609,-0.0431278,-0.0249833,5312.48,1320.53,0.999253
log_lik[227],-0.0440193,0.000179204,0.0132058,-0.0681617,-0.0425419,-0.0248404,5430.42,1349.84,0.999189
log_lik[228],-0.0520292,0.000418646,0.0271592,-0.103255,-0.0458666,-0.0197941,4208.62,1046.14,1.00019
log_lik[229],-0.0443465,0.000186875,0.0138354,-0.0694055,-0.0427772,-0.0244483,5481.25,1362.48,0.999205
log_lik[230],-0.0430131,0.000175902,0.0130408,-0.0668238,-0.0415527,-0.0242515,5496.21,1366.2,0.999305
log_lik[231],-0.0450526,0.000246788,0.0150061,-0.072172,-0.0429746,-0.024584,3697.3,919.041,0.999368
log_lik[232],-0.0430148,0.000175889,0.0130457,-0.066865,-0.04156,-0.0242146,5501.2,1367.44,0.999311
log_lik[233],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[234],-3.19943,0.00544824,0.318488,-3.73077,-3.19017,-2.70142,3417.22,849.421,0.999298
log_lik[235],-0.0432139,0.000310962,0.019913,-0.0822185,-0.0395757,-0.0179921,4100.72,1019.32,0.999797
log_lik[236],-0.0540682,0.000428759,0.0262497,-0.105479,-0.0488342,-0.0212941,3748.19,931.69,0.999825
log_lik[237],-0.0446702,0.000227033,0.0142777,-0.0702825,-0.0429334,-0.0249934,3954.94,983.083,0.99932
log_lik[238],-0.0429871,0.000175974,0.0130426,-0.0667744,-0.0415333,-0.0242364,5493.34,1365.48,0.999312
log_lik[239],-0.0429965,0.000175973,0.0130447,-0.0667763,-0.0415516,-0.0242374,5495.08,1365.92,0.999312
log_lik[240],-0.0429943,0.000175986,0.0130447,-0.0667616,-0.0415426,-0.024226,5494.29,1365.72,0.999312
log_lik[241],-0.0430316,0.000175843,0.0130484,-0.0668584,-0.0415627,-0.0242596,5506.33,1368.71,0.999311
log_lik[242],-0.0429131,0.000175328,0.0130029,-0.0669106,-0.0415269,-0.0242713,5500.24,1367.2,0.99932
